playerRanking,gamesPlayed,gamesStarted,minutesPlayed,pointsScored,twoPointersMade,twoPointersAttempted,twoPointersPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,offensiveRebounds,defensiveRebounds,totalRebounds,assists,steals,turnovers,blocks,blocksAgainst,foulsCommited,foulsDrawn,pir,player.code,player.name,player.age,player.imageUrl,player.team.code,player.team.tvCodes,player.team.name,player.team.imageUrl,season_year,season_code
202,10.0,2.0,24.831666666666667,6.9,2.5,4.9,51%,0.0,0.0,0%,1.9,2.4,79.2%,3.8,4.2,8.0,1.2,0.4,1.8,1.2,0.6,3.2,2.7,11.9,005061,"MBAKWE, TREVOR",26,,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
204,10.0,8.0,26.568333333333335,12.4,3.2,5.6,57.1%,1.4,4.2,33.3%,1.8,2.1,85.7%,0.7,2.3,3.0,2.6,1.2,2.0,0.0,0.4,2.1,2.8,12.0,000007,"DEDOVIC, NIHAD",25,https://media-cdn.incrowdsports.com/9315c8dc-007d-46ff-b7e0-a098c4a7f01b.png,MUN,BAY,FC Bayern Munich,https://media-cdn.incrowdsports.com/817b0e58-d595-4b09-ab0b-1e7cc26249ff.png,2015,E2015
204,7.0,6.0,26.38809523809524,10.0,1.7,3.3,52.2%,1.4,3.7,38.5%,2.3,2.7,84.2%,1.3,2.0,3.3,2.3,0.7,1.7,0.1,0.3,1.6,3.4,12.0,BMT,"FERNANDEZ, RUDY",30,https://media-cdn.incrowdsports.com/81ff9d74-1784-441e-addd-b9198bfdab15.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
204,10.0,3.0,20.471666666666668,10.5,2.1,3.7,56.8%,1.0,1.9,52.6%,3.3,3.9,84.6%,0.1,2.4,2.5,1.8,0.7,1.2,0.1,0.3,2.3,3.3,12.0,006450,"HIGGINS, CORY",26,https://media-cdn.incrowdsports.com/a1af1166-c6cd-4d7e-a98c-5048329b90df.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
207,10.0,4.0,20.488333333333333,10.2,2.4,5.0,48%,1.2,2.4,50%,1.8,2.6,69.2%,1.7,2.9,4.6,1.2,0.2,0.7,0.2,0.1,1.5,2.7,12.2,CHX,"BJELICA, MILKO",31,https://media-cdn.cortextech.io/eda31571-769f-47dd-9f57-ac773a8e3087.png,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png,2015,E2015
207,10.0,2.0,22.19,10.5,3.6,7.5,48%,0.5,1.7,29.4%,1.8,2.9,62.1%,1.4,3.6,5.0,1.5,0.8,1.2,0.4,0.4,1.3,3.1,12.2,004425,"BROWN, DERRICK",28,https://media-cdn.incrowdsports.com/8fddf0db-25a5-4821-95d4-fbead11ac569.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
207,10.0,1.0,20.226666666666667,10.9,3.6,5.2,69.2%,0.5,1.4,35.7%,2.2,3.2,68.8%,1.4,3.2,4.6,0.5,0.5,1.0,0.5,0.6,2.8,3.1,12.2,004132,"THEIS, DANIEL",23,https://media-cdn.cortextech.io/b5d71c9e-747c-45b6-9543-ac4fa79b35e2.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2015,E2015
210,10.0,3.0,22.406666666666666,9.1,1.4,3.1,45.2%,1.6,4.7,34%,1.5,2.1,71.4%,0.1,2.0,2.1,5.7,0.5,1.4,0.0,0.3,1.8,3.9,12.4,CVM,"RODRIGUEZ, SERGIO",29,https://media-cdn.incrowdsports.com/d605b7e7-d619-4620-93b1-5979b22592bc.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
211,7.0,2.0,22.654761904761905,9.9,1.7,3.4,50%,1.7,3.7,46.2%,1.3,1.7,75%,1.4,2.7,4.1,2.7,0.7,1.1,0.0,0.1,1.4,2.0,12.6,003608,"LOJESKI, MATT",30,https://media-cdn.incrowdsports.com/25e09f91-cf57-4c04-a4fb-d5500821934c.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
212,8.0,7.0,24.985416666666666,11.1,4.5,7.5,60%,0.0,0.1,0%,2.1,2.9,73.9%,1.5,1.9,3.4,1.2,0.5,1.5,1.8,0.0,2.2,2.4,12.8,006503,"UDOH, EKPE",28,https://media-cdn.cortextech.io/fc00f764-4967-4d85-ba6f-cf487f0a825e.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
213,10.0,10.0,21.976666666666667,12.1,1.9,3.6,52.8%,2.3,6.5,35.4%,1.4,1.4,100%,0.1,2.0,2.1,3.9,1.5,1.8,0.2,0.6,1.4,2.9,13.0,005795,"ADAMS, DARIUS",26,,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2015,E2015
213,10.0,10.0,24.865000000000002,9.5,3.5,5.8,60.3%,0.0,0.0,0%,2.5,4.3,58.1%,2.0,2.6,4.6,0.8,0.9,0.7,1.2,0.5,2.0,3.3,13.0,002812,"HINES, KYLE",29,https://media-cdn.incrowdsports.com/24f75c32-e4db-499d-b2e6-d46f52986033.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
213,10.0,4.0,18.913333333333334,11.7,3.6,6.2,58.1%,0.0,0.0,0%,4.5,5.2,86.5%,1.1,3.0,4.1,1.1,0.4,2.0,0.3,0.6,3.2,4.5,13.0,JDU,"RADULJICA, MIROSLAV",27,https://media-cdn.incrowdsports.com/1603d9ff-ae35-4383-b176-5e4c3fbddad2.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
216,10.0,9.0,25.880000000000003,10.8,3.8,6.7,56.7%,0.5,1.9,26.3%,1.7,2.1,81%,0.9,3.1,4.0,2.2,1.3,1.7,0.9,0.4,1.9,2.7,13.2,001176,"EYENGA, CHRISTIAN",26,https://media-cdn.cortextech.io/0f7bea2b-8959-4fc2-bddf-341f3f092f29.png,SAS,DSS,Polisportiva Dinamo,https://media-cdn.incrowdsports.com/f2916aea-9c1a-46ff-aa3a-04765cb2a60e.png,2015,E2015
216,10.0,9.0,22.458333333333336,10.7,3.4,5.9,57.6%,0.0,0.5,0%,3.9,4.7,83%,1.6,2.5,4.1,0.9,1.0,1.7,0.1,0.1,3.2,5.2,13.2,004418,"MCLEAN, JAMEL",27,https://media-cdn.cortextech.io/4efb3eb2-4cea-4cd3-ba29-433481be1ff3.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
218,9.0,9.0,26.58148148148148,11.8,3.4,5.1,67.4%,0.8,2.0,38.9%,2.6,3.3,76.7%,1.2,2.9,4.1,1.4,1.0,2.0,0.8,0.3,2.2,2.4,13.3,002980,"GIST, JAMES",29,https://media-cdn.incrowdsports.com/8ac701ad-576d-4103-af5a-12824a52ecf8.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
219,10.0,6.0,20.785,11.5,4.6,8.7,52.9%,0.0,0.0,0%,2.3,3.4,67.6%,2.4,3.8,6.2,0.8,0.8,1.6,0.2,0.7,1.4,2.8,13.4,001236,"GOLUBOVIC, VLADIMIR",29,https://media-cdn.cortextech.io/5939e3d6-a835-47cb-bdc7-e16cff860834.png,STR,SIG,Strasbourg Illkirch-Graffenstaden Basket,https://media-cdn.incrowdsports.com/554f980e-fded-4943-ab5b-541f1f36f6a9.png,2015,E2015
220,10.0,10.0,25.259999999999998,13.8,1.8,4.0,45%,2.2,6.3,34.9%,3.6,4.3,83.7%,0.1,1.6,1.7,4.4,0.6,1.8,0.3,0.3,2.3,4.1,13.5,TGB,"LLULL, SERGIO",28,https://media-cdn.cortextech.io/38500d8f-02b6-40a7-a6b7-c9fb901a0f6e.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
220,10.0,5.0,29.405,14.0,3.0,7.0,42.9%,1.9,4.7,40.4%,2.3,2.5,92%,0.4,1.7,2.1,5.5,0.2,2.0,0.0,0.3,2.3,3.3,13.5,002972,"ROCHESTIE, TAYLOR",30,https://media-cdn.cortextech.io/d74bd866-0433-4905-ad4e-ca13691fe65a.png,TEL,MAC,Maccabi Rapyd Tel Aviv,https://media-cdn.cortextech.io/1b533342-78f5-4932-b714-a7d80b5826b5.png,2015,E2015
222,10.0,5.0,24.10333333333333,8.8,3.4,5.6,60.7%,0.0,0.0,0%,2.0,3.5,57.1%,2.6,3.7,6.3,1.6,1.0,1.7,1.2,0.2,3.2,3.6,13.7,003048,"DUNSTON, BRYANT",29,https://media-cdn.cortextech.io/e3c4915b-e70f-4813-9bdb-43bbbc606e33.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
223,9.0,9.0,29.549999999999997,11.2,2.2,4.6,48.8%,1.6,3.2,48.3%,2.1,2.9,73.1%,0.2,2.8,3.0,2.1,1.3,1.7,0.4,0.2,1.4,3.8,13.8,001392,"CAUSEUR, FABIEN",28,https://media-cdn.incrowdsports.com/c02a4dc6-4b7f-4b9e-89ae-10a8ed78fd34.png,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2015,E2015
224,6.0,4.0,19.997222222222224,10.0,2.5,5.0,50%,0.7,1.8,36.4%,3.0,3.3,90%,2.0,2.3,4.3,2.0,0.8,0.3,0.0,0.3,1.2,2.7,14.0,JEA,"MACVAN, MILAN",26,https://media-cdn.cortextech.io/374752b5-640e-4c72-a103-b70e0423d19b.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
225,10.0,8.0,21.043333333333333,13.0,3.8,5.9,64.4%,1.2,3.6,33.3%,1.8,2.1,85.7%,1.8,2.0,3.8,1.2,0.9,1.5,0.4,0.4,1.6,3.2,14.2,002008,"KUZMINSKAS, MINDAUGAS",26,https://media-cdn.incrowdsports.com/377faafb-f9c9-4f7f-b983-f3dcdf68213a.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
226,10.0,6.0,26.160000000000004,9.0,3.9,6.4,60.9%,0.1,0.4,25%,0.9,1.3,69.2%,2.9,3.9,6.8,1.8,1.0,1.1,1.3,0.9,1.8,1.4,14.3,001438,"AUGUSTINE, JAMES",31,https://media-cdn.cortextech.io/1a3b0f68-a573-402e-b4f9-22196dcfb260.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
226,10.0,8.0,19.941666666666666,10.5,3.3,6.4,51.6%,0.1,0.5,20%,3.6,4.3,83.7%,2.5,4.3,6.8,0.9,0.9,1.7,0.3,0.7,2.7,4.2,14.3,AAX,"REYES, FELIPE",35,https://media-cdn.incrowdsports.com/cf10459d-93a4-4d63-bc55-5143132da2ab.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
228,10.0,10.0,25.46333333333333,10.5,2.7,4.2,64.3%,1.2,3.4,35.3%,1.5,1.8,83.3%,1.1,4.5,5.6,1.2,0.7,1.0,0.6,0.1,1.5,2.4,14.4,000556,"CLAVER, VICTOR",27,https://media-cdn.incrowdsports.com/980e6d85-289c-47ce-b2b8-e9f25a8ec017.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
229,10.0,8.0,21.116666666666667,12.0,3.1,5.6,55.4%,1.3,2.5,52%,1.9,2.1,90.5%,1.1,4.9,6.0,1.9,0.6,1.3,0.5,0.3,3.0,2.1,14.6,003112,"SARIC, DARIO",21,https://media-cdn.cortextech.io/ca27330f-e798-4789-9eec-7002160cb881.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
230,10.0,9.0,24.818333333333335,11.9,3.1,5.9,52.5%,0.7,2.3,30.4%,3.6,4.3,83.7%,1.2,5.3,6.5,1.3,0.9,2.4,0.2,0.1,2.8,4.3,14.7,BWI,"JANKUNAS, PAULIUS",31,https://media-cdn.incrowdsports.com/77ba65dc-10e2-4a22-be86-6bb4bd407d08.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2015,E2015
231,10.0,1.0,24.063333333333333,14.4,3.3,6.0,55%,1.6,4.9,32.7%,3.0,4.2,71.4%,0.6,1.7,2.3,3.5,0.9,2.9,0.1,0.3,1.8,5.9,14.9,004355,"PULLEN, JACOB",26,https://media-cdn.incrowdsports.com/65ce8167-7658-4144-939d-664e8e6e56f6.png,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png,2015,E2015
232,10.0,4.0,24.509999999999998,15.7,2.7,5.4,50%,2.3,6.1,37.7%,3.4,4.8,70.8%,0.5,2.6,3.1,3.8,1.1,2.4,0.4,0.5,2.4,4.1,15.0,KVZ,"SHVED, ALEXEY",27,https://media-cdn.incrowdsports.com/796ea536-8200-4083-8f74-22fefd9057c0.png,KHI,KHI,BC Khimki,https://media-cdn.incrowdsports.com/04bd9ac1-e8ed-4b35-8878-272596e5c7d6.png,2015,E2015
233,10.0,10.0,28.763333333333332,12.2,3.4,6.9,49.3%,0.8,2.7,29.6%,3.0,4.2,71.4%,0.2,3.9,4.1,4.2,1.9,2.5,0.1,0.3,2.7,4.7,15.1,005838,"WANAMAKER, BRAD",26,https://media-cdn.cortextech.io/8bd165ab-4903-4fd9-b2ca-71b50abd194b.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2015,E2015
234,9.0,9.0,22.140740740740743,10.7,4.8,7.0,68.3%,0.0,0.1,0%,1.1,1.6,71.4%,2.7,4.1,6.8,1.8,0.7,1.2,0.6,0.3,2.7,1.9,15.3,002833,"HENDRIX, RICHARD",29,https://media-cdn.cortextech.io/aa6ad72a-7782-4483-81d0-e2aaf05f8652.png,MAL,UNI,Unicaja Malaga,https://media-cdn.incrowdsports.com/6342214b-684b-421f-8960-5d20354458da.png,2015,E2015
235,10.0,10.0,30.873333333333335,10.7,2.8,6.0,46.7%,1.4,3.2,43.7%,0.9,1.5,60%,0.7,4.3,5.0,6.8,1.8,2.7,0.1,0.4,2.8,2.6,15.5,001932,"CALATHES, NICK",26,https://media-cdn.cortextech.io/485a2561-f9f3-4ba8-b5b8-1631294c4c99.png,PAN,PAO,Panathinaikos AKTOR Athens,https://media-cdn.incrowdsports.com/e3dff28a-9ec6-4faf-9d96-ecbc68f75780.png,2015,E2015
236,10.0,0.0,25.408333333333335,13.8,2.1,3.7,56.8%,2.3,6.1,37.7%,2.7,3.0,90%,0.2,1.8,2.0,6.2,0.9,2.4,0.0,0.5,1.7,3.0,15.6,JDR,"TEODOSIC, MILOS",28,https://media-cdn.incrowdsports.com/ce7511eb-75b9-4f03-9836-56f4a52e971d.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
237,8.0,7.0,24.94375,14.1,4.9,8.0,60.9%,0.8,1.9,40%,2.1,2.6,81%,1.5,3.8,5.2,1.4,0.2,0.6,0.2,0.4,2.0,2.6,16.1,AMM,"PRINTEZIS, GEORGIOS",30,https://media-cdn.incrowdsports.com/458c3a1b-4081-4f9e-89ae-46ff1844d461.png,OLY,OLY,Olympiacos Piraeus,https://media-cdn.incrowdsports.com/789423ac-3cdf-4b89-b11c-b458aa5f59a6.png,2015,E2015
238,10.0,8.0,26.508333333333333,13.1,5.4,9.3,58.1%,0.1,0.2,50%,2.0,3.6,55.6%,2.4,3.8,6.2,1.8,1.6,1.4,0.9,0.5,3.1,3.4,16.4,000925,"VESELY, JAN",25,https://media-cdn.cortextech.io/7dff7151-19e6-44b3-ab0c-214861899ad0.png,ULK,FNB,Fenerbahce Beko Istanbul,https://media-cdn.cortextech.io/3b7f020e-5b39-49a1-b4b2-efea918edab7.png,2015,E2015
239,9.0,9.0,29.07037037037037,10.6,2.6,5.4,46.9%,1.2,2.1,57.9%,1.8,2.0,88.9%,1.4,5.1,6.6,3.2,0.8,0.9,0.9,0.1,3.1,2.7,16.6,002849,"MELLI, NICOLO",24,https://media-cdn.cortextech.io/101176a1-0695-40e3-a635-b6ed80d17e6e.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2015,E2015
240,8.0,6.0,29.808333333333334,16.1,3.2,5.8,56.5%,2.4,6.2,38%,2.5,3.4,74.1%,1.1,6.4,7.5,1.1,0.6,2.6,2.0,0.6,2.9,2.6,16.6,006657,"MILLER, QUINCY",23,https://media-cdn.cortextech.io/dd3dd8b2-29b8-430d-a1c9-34fb1bb51bb0.png,RED,CZT,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2015,E2015
241,8.0,5.0,31.077083333333334,14.1,2.2,4.8,47.4%,1.8,4.4,40%,4.4,6.6,66%,1.6,3.9,5.5,1.8,1.9,2.5,0.6,0.0,2.8,5.6,16.9,006196,"CARTER, JUSTIN",28,,KSK,KSK,Karsiyaka Spor Kulubu,https://media-cdn.incrowdsports.com/d4b8a6ca-e46f-4fc2-acc2-5cc7368f7a88.png,2015,E2015
242,10.0,6.0,26.695,13.9,2.5,5.4,46.3%,2.2,4.0,55%,2.3,2.9,79.3%,0.1,2.1,2.2,7.7,0.9,2.7,0.0,0.4,2.0,3.5,17.8,KLT,"HEURTEL, THOMAS",26,https://media-cdn.cortextech.io/738f1c5e-08d0-477c-9c7c-1a304fef6319.png,IST,EFS,Anadolu Efes Istanbul,https://media-cdn.cortextech.io/9a463aa2-ceb2-481c-9a95-1cddee0a248e.png,2015,E2015
243,10.0,10.0,27.89166666666667,15.3,6.1,10.9,56%,0.0,0.2,0%,3.1,4.3,72.1%,2.3,4.5,6.8,2.3,0.3,2.5,0.3,0.8,2.4,4.8,17.9,003622,"BILAN, MIRO",26,https://media-cdn.cortextech.io/1e377c86-d007-47c7-b6ef-341326328675.png,CED,CED,KK Cedevita Zagreb,https://media-cdn.incrowdsports.com/ba95084a-224c-4d4a-a306-37a386772f64.png,2015,E2015
243,10.0,10.0,31.453333333333337,12.0,4.1,7.1,57.7%,0.5,2.0,25%,2.3,3.4,67.6%,2.2,5.7,7.9,2.2,1.1,2.8,0.2,0.8,1.3,5.0,17.9,004172,"PONITKA, MATEUSZ",22,https://media-cdn.cortextech.io/1ab6ed9c-aa0c-4dd0-9fb3-81f2ef325aae.png,GSS,ZGA,GSS Akcyjna,https://media-cdn.incrowdsports.com/abebfbc3-2dcd-4cc5-91f3-37dae527f363.png,2015,E2015
245,10.0,10.0,33.276666666666664,16.1,3.0,5.7,52.6%,1.9,5.0,38%,4.4,5.3,83%,0.5,3.0,3.5,5.3,0.9,3.0,0.0,0.3,2.9,5.7,18.6,004331,"DELANEY, MALCOLM",26,https://media-cdn.incrowdsports.com/dea79a0b-cb34-4637-9a53-778d2b2a0a94.png,TIV,LOK,Lokomotiv Kuban,https://media-cdn.incrowdsports.com/10d99d78-4206-411d-83d2-db7abc63c6ae.png,2015,E2015
246,10.0,10.0,24.288333333333334,11.3,4.6,6.4,71.9%,0.0,0.0,0%,2.1,3.3,63.6%,2.6,4.7,7.3,2.7,1.7,2.0,1.4,0.3,2.9,2.8,19.0,005927,"AYON, GUSTAVO",30,https://media-cdn.incrowdsports.com/a4df7a02-dcb8-4b13-8704-776edd63be61.png,MAD,RMB,Real Madrid,https://media-cdn.incrowdsports.com/371b0d9b-9250-4c09-bda7-0686cf024657.png,2015,E2015
247,10.0,9.0,25.635,16.3,6.2,8.7,71.3%,0.0,0.1,0%,3.9,5.5,70.9%,2.6,3.5,6.1,0.5,0.8,1.8,0.6,0.3,2.9,4.0,19.1,004183,"ZIRBES, MAIK",25,https://media-cdn.incrowdsports.com/6b65be92-e8f4-4347-ae31-705fb0c8656b.png,RED,CZT,Crvena Zvezda Meridianbet Belgrade,https://media-cdn.incrowdsports.com/d2eef4a8-62df-4fdd-9076-276004268515.png,2015,E2015
248,6.0,6.0,30.080555555555552,20.0,6.2,12.2,50.7%,1.2,4.2,28%,4.2,5.8,71.4%,0.7,2.8,3.5,4.2,1.0,1.8,0.3,1.0,2.2,6.0,19.3,000880,"GENTILE, ALESSANDRO",23,https://media-cdn.cortextech.io/478826fa-601c-4fb0-87e9-fd70aef7bf2a.png,MIL,EA7,EA7 Emporio Armani Milan,https://media-cdn.cortextech.io/9512ee73-a0f1-4647-a01e-3c2938aba6b8.png,2015,E2015
249,10.0,10.0,21.44833333333333,13.9,5.3,7.9,67.1%,0.0,0.0,0%,3.3,4.9,67.3%,2.3,4.0,6.3,2.5,0.8,1.1,0.3,0.2,2.4,4.0,19.9,002507,"TOMIC, ANTE",28,https://media-cdn.incrowdsports.com/2667174b-7474-4889-8212-fc2acb612c1b.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2015,E2015
250,10.0,10.0,26.271666666666665,18.1,4.5,7.5,60%,1.6,3.6,44.4%,4.3,4.7,91.5%,0.2,3.1,3.3,4.9,0.9,2.5,0.0,0.4,1.7,5.1,22.3,002100,"DE COLO, NANDO",28,https://media-cdn.cortextech.io/768e4710-28ed-4e85-b513-3b5f613b9eb2.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2015,E2015
251,10.0,0.0,24.703333333333333,15.0,3.9,7.1,54.9%,0.9,2.0,45%,4.5,5.3,84.9%,2.7,6.9,9.6,2.2,0.9,1.8,1.0,0.4,2.4,4.6,23.6,AQU,"BOUROUSIS, IOANNIS",32,https://media-cdn.cortextech.io/028d559f-d562-4e07-932b-f0015b17fcd9.png,BAS,LBO,Baskonia Vitoria-Gasteiz,https://media-cdn.cortextech.io/cbc49cb0-99ce-4462-bdb7-56983ee03cf4.png,2015,E2015
1,23.0,0.0,15.216666666666667,3.0,0.9,2.0,43.5%,0.2,1.1,19.2%,0.6,0.7,76.5%,0.3,1.0,1.3,0.6,0.8,1.0,0.1,0.1,2.6,1.2,1.0,001389,"VORONOV, EVGENY",30,https://media-cdn.incrowdsports.com/5ea13ad3-ab46-462b-87e3-5155aec20269.png,UNK,UNK,UNICS Kazan,https://media-cdn.incrowdsports.com/70b00b96-e98a-42ba-9997-39d70a895157.png,2016,E2016
2,25.0,7.0,8.01,2.2,1.0,1.7,55.8%,0.0,0.0,0%,0.2,0.5,46.2%,0.8,0.7,1.4,0.3,0.2,0.6,0.2,0.2,1.9,0.6,1.2,LLM,"VEREMEENKO, VLADIMIR",32,https://media-cdn.cortextech.io/de706540-bfb8-4eeb-b082-2eef590e34b8.png,BAM,BRO,Bamberger Basketball GmbH,https://media-cdn.incrowdsports.com/85cdd43a-2bbd-4f73-b8f7-76288a5193cb.png,2016,E2016
3,22.0,3.0,9.879545454545454,2.0,0.2,0.7,25%,0.5,1.5,35.3%,0.0,0.0,0%,0.3,0.9,1.2,0.3,0.4,0.5,0.1,0.0,1.2,0.4,1.2,003151,"ERIKSSON, MARCUS",23,https://media-cdn.incrowdsports.com/7719a3b6-315c-4250-bbd8-e86b813fac81.png,BAR,FCB,FC Barcelona,https://media-cdn.incrowdsports.com/35dfa503-e417-481f-963a-bdf6f013763e.png,2016,E2016
4,28.0,17.0,14.531547619047618,3.5,0.8,2.0,36.8%,0.5,1.3,40.5%,0.4,0.7,50%,0.6,0.6,1.2,0.8,0.4,0.8,0.0,0.3,1.8,0.8,1.3,002104,"KOKSAL, GOKSENIN",25,https://media-cdn.cortextech.io/7e490326-3050-4102-bcac-e8752c47622d.png,GAL,GSO,Galatasaray Spor Kulubu,https://media-cdn.cortextech.io/95056dbe-7949-4b65-921d-ed9b59c0791c.png,2016,E2016
5,25.0,3.0,8.673333333333334,2.1,0.3,0.8,35%,0.5,0.8,57.1%,0.1,0.1,100%,0.2,1.0,1.2,0.3,0.4,0.3,0.4,0.1,1.8,0.2,1.4,004941,"ANTONOV, SEMEN",27,https://media-cdn.incrowdsports.com/5fd80688-4e9c-434c-b051-1471ccdcb625.png,CSK,CSK,CSKA Moscow,https://media-cdn.incrowdsports.com/b6a59212-7feb-4f8c-86c2-5e8f07625e3e.png,2016,E2016
6,30.0,9.0,12.485555555555555,2.5,0.7,1.6,40.8%,0.2,0.8,20.8%,0.6,0.8,76%,0.2,1.1,1.3,0.9,0.3,0.6,0.1,0.3,1.5,0.7,1.5,KNO,"SEIBUTIS, RENALDAS",31,https://media-cdn.cortextech.io/ca5622c0-7e46-493d-a9a0-e8f61e62cbd2.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2016,E2016
7,28.0,2.0,13.076785714285714,3.0,0.4,0.8,54.5%,0.6,1.9,32.1%,0.4,0.6,62.5%,0.8,1.0,1.8,0.4,0.4,0.3,0.1,0.2,2.3,0.7,1.7,004170,"BATUK, BIRKAN",26,https://media-cdn.incrowdsports.com/a0a94e47-8163-45c3-8ec7-3a147df45609.png,DAR,DDI,Darussafaka Basketbol,https://media-cdn.incrowdsports.com/9ceb124a-7ee1-4db5-8d8c-7d485980b989.png,2016,E2016
8,17.0,5.0,7.305882352941176,2.3,1.0,1.6,60.7%,0.0,0.0,0%,0.3,0.5,62.5%,0.6,0.7,1.4,0.2,0.1,0.5,0.0,0.1,1.2,0.6,1.9,BVE,"JAVTOKAS, ROBERTAS",36,https://media-cdn.cortextech.io/6faf23a4-63db-471d-9280-13b5f1c76bed.png,ZAL,ZAL,Zalgiris Kaunas,https://media-cdn.incrowdsports.com/0aa09358-3847-4c4e-b228-3582ee4e536d.png,2016,E2016
